Shrek
-115.62	88.37	928.22	-12.19	-2.09	-8.85
-115.06	88.4	926.91	-11.78	-2.21	-8.77
-115.09	88.23	930.34	-11.94	-2.34	-8.66
-115.65	88.2	935.27	-12.7	-2.1	-8.73
-116.32	87.86	940.17	-13.75	-2.12	-8.8
-116.38	87.67	944.94	-14.8	-2.43	-9.16
-114.95	88.52	946.41	-13.66	-3.31	-8.63
-113.41	87.6	942.65	-12.37	-3.87	-7.9
-113.4	86.41	944.8	-12.71	-3.82	-7.77
-113.99	86.0	947.51	-12.6	-3.31	-7.99
-114.96	86.43	954.94	-12.03	-2.91	-8.09
-116.01	87.14	961.78	-10.82	-2.95	-8.29
-115.64	88.14	959.31	-9.24	-3.23	-7.93
-114.79	88.95	948.06	-8.27	-3.63	-7.6
-115.97	88.87	949.62	-10.05	-3.39	-7.81
-116.46	89.2	948.61	-10.63	-3.17	-7.82
-118.16	91.64	951.8	-10.22	-2.39	-7.82
-117.54	95.51	952.53	-7.56	-3.17	-7.77
-116.19	95.76	946.62	-7.74	-3.41	-7.97
-115.34	95.93	942.2	-7.04	-3.32	-7.95
-114.9	95.77	941.34	-6.85	-3.32	-8.14
-115.29	95.75	944.46	-7.02	-3.17	-8.21
-115.6	95.5	948.55	-7.53	-3.04	-8.22
-115.45	95.25	948.2	-7.86	-3.18	-8.23
-115.65	95.16	949.81	-7.8	-3.12	-8.2
-116.13	95.17	951.58	-7.51	-3.07	-8.2
-116.37	94.53	948.63	-7.71	-2.7	-8.28
-116.88	93.92	948.79	-7.86	-2.71	-8.27
-117.51	93.8	950.05	-8.2	-2.86	-8.42
-117.79	94.09	950.64	-7.68	-2.87	-8.39
-118.01	94.52	952.33	-7.46	-3.19	-8.43
-117.79	94.7	951.52	-7.34	-3.25	-8.44
-117.52	94.92	952.07	-7.11	-3.28	-8.34
-117.46	94.89	951.2	-7.45	-3.0	-8.34
-118.55	93.16	944.85	-7.58	-2.12	-8.2
-122.3	89.61	935.76	-7.44	0.74	-7.55
-127.59	85.44	924.69	-7.44	6.32	-6.39
-132.13	81.11	913.19	-7.99	10.13	-4.73
-134.62	81.27	923.87	-7.58	10.03	-3.81
-135.34	80.47	928.85	-8.27	9.56	-3.26
-135.62	79.97	931.42	-8.34	8.8	-2.82
-135.5	79.51	930.61	-8.83	8.21	-2.79
-135.16	79.19	928.96	-9.04	7.87	-2.79
-135.25	78.92	929.04	-9.22	7.79	-2.74
-135.14	78.5	928.11	-9.58	7.53	-2.76
-135.5	77.27	928.51	-10.43	7.54	-2.77
-135.39	76.69	928.9	-10.7	7.21	-3.0
-135.35	76.86	930.18	-10.42	7.18	-2.98
-135.59	76.69	930.36	-10.53	7.11	-3.22
-136.06	76.55	930.57	-10.61	7.37	-3.3
-136.64	76.57	931.84	-10.64	7.63	-3.23
-136.97	76.11	931.03	-10.95	8.07	-3.07
-137.44	75.3	929.07	-11.49	8.77	-2.88
-138.32	74.6	929.68	-11.34	9.19	-2.48
-138.75	74.12	928.89	-11.75	9.69	-2.15
-137.81	73.29	923.75	-11.31	10.03	-1.8
-137.02	73.2	922.07	-11.36	9.78	-1.8
-136.22	73.31	921.6	-10.94	9.24	-2.02
-135.91	73.42	922.94	-10.46	9.07	-2.09
-135.29	73.39	920.6	-9.95	8.91	-2.36
-135.73	73.81	924.43	-9.81	9.08	-2.39
-135.92	73.3	927.47	-10.8	8.37	-2.6
-135.88	71.94	923.37	-11.15	8.51	-2.69
-136.07	71.63	922.62	-11.15	8.84	-2.66
-136.14	71.56	921.18	-10.92	9.36	-2.62
-136.19	71.67	920.56	-10.7	9.75	-2.7
-136.29	71.68	920.09	-10.86	9.64	-2.91
-136.45	71.62	920.31	-10.87	9.84	-3.02
-136.47	71.8	920.76	-10.85	9.4	-3.19
-136.5	72.17	921.36	-10.64	9.61	-3.08
-136.47	72.58	923.83	-10.81	9.2	-3.24
-136.67	72.82	924.98	-10.68	9.49	-3.23
-136.63	72.69	924.55	-10.82	9.27	-3.44
-136.85	72.43	925.14	-10.76	9.04	-3.53
-137.42	72.4	927.3	-10.66	9.17	-3.54
-137.83	72.8	929.78	-10.37	9.06	-3.57
-138.01	73.0	928.71	-10.54	9.42	-3.5
-139.22	72.4	927.39	-11.15	10.16	-3.47
-141.22	71.98	928.85	-11.72	11.13	-3.42
-142.46	71.68	928.96	-12.37	11.74	-3.46
-143.35	71.79	929.13	-12.7	12.07	-3.49
-143.81	71.89	930.35	-12.91	12.13	-3.36
-144.8	71.9	935.48	-13.6	12.0	-3.18
-145.17	72.04	937.89	-13.63	11.87	-2.95
-145.85	72.42	941.06	-13.71	11.96	-2.93
-146.28	72.87	941.96	-13.73	11.95	-3.06
-146.48	72.85	942.81	-13.68	11.56	-3.32
-146.84	73.01	946.3	-13.72	11.11	-3.4
-146.87	73.13	947.32	-13.62	11.02	-3.37
-146.9	73.18	947.68	-13.56	10.85	-3.52
-146.69	73.22	947.6	-13.58	10.62	-3.8
-146.41	73.3	947.76	-13.4	10.35	-4.0
-145.97	73.47	948.19	-13.39	10.06	-4.22
-145.53	73.51	948.34	-13.38	9.95	-4.35
-145.28	73.47	947.96	-13.31	10.04	-4.48
-144.96	73.4	951.07	-13.38	9.94	-4.47
-144.31	73.51	951.42	-13.21	9.52	-4.35
-143.99	73.42	953.52	-13.04	9.4	-4.22
-143.94	73.56	953.01	-12.94	9.63	-4.26
-144.16	73.68	953.36	-12.79	9.78	-4.35
-144.49	74.84	947.3	-13.93	8.38	-5.58
-144.9	74.93	949.27	-13.81	8.5	-5.52
-145.08	74.91	949.16	-13.76	8.47	-5.54
-144.98	74.84	948.3	-13.95	8.55	-5.63
-145.08	74.84	948.59	-13.97	8.61	-5.58
-144.97	74.71	947.85	-13.99	8.64	-5.47
-145.07	74.81	948.45	-13.88	8.7	-5.51
-144.88	74.78	947.3	-14.19	8.72	-5.48
-144.95	74.79	948.2	-14.15	8.71	-5.53
-144.85	74.73	947.42	-14.02	8.71	-5.52
-144.74	74.78	948.28	-13.85	8.66	-5.45
-144.93	74.92	949.46	-13.91	8.59	-5.47
-145.1	74.89	949.6	-13.72	8.75	-5.43
-144.99	74.94	948.82	-13.85	8.66	-5.54
-144.85	74.77	947.96	-13.95	8.72	-5.52
-144.98	74.83	947.97	-13.76	8.79	-5.6
-145.14	74.86	948.13	-13.92	8.77	-5.56
-145.24	74.84	948.09	-13.86	8.83	-5.55
-145.07	74.83	947.12	-13.97	8.91	-5.52
-145.14	74.97	947.31	-13.97	8.84	-5.57
-145.28	74.93	948.62	-13.79	8.81	-5.6
-145.21	74.92	948.73	-13.73	8.82	-5.58
-145.14	74.9	948.6	-13.8	8.8	-5.55
-145.12	74.8	948.4	-13.63	9.0	-5.51
-145.15	74.89	948.81	-13.67	8.9	-5.43
-145.01	74.69	947.99	-13.73	8.93	-5.43
-145.14	74.84	949.02	-13.75	8.88	-5.35
-145.04	74.9	949.41	-13.76	8.87	-5.45
-145.01	74.83	948.91	-13.75	8.92	-5.39
-144.85	74.8	947.84	-13.83	8.91	-5.39
-144.8	74.68	948.68	-13.81	8.82	-5.41
-144.71	74.65	948.82	-13.74	8.95	-5.25
-144.68	74.78	948.95	-14.02	8.76	-5.26
-144.84	74.87	949.83	-13.97	8.85	-5.21
-144.59	74.77	948.58	-13.98	8.86	-5.2
-144.53	74.82	948.31	-14.05	8.88	-5.19
-144.82	74.88	949.56	-13.96	8.82	-5.18
-144.82	74.84	949.05	-13.95	8.97	-5.21
-144.52	74.67	946.77	-13.87	8.91	-5.26
-144.73	74.72	947.77	-13.74	8.95	-5.32
-144.99	74.78	948.6	-13.83	8.99	-5.33
-144.94	74.86	947.84	-13.69	9.03	-5.38
-144.97	74.85	948.37	-13.76	8.94	-5.34
-145.29	75.02	948.47	-13.89	8.97	-5.73
-146.02	75.29	952.49	-13.73	9.01	-5.87
-145.5	75.04	948.89	-13.63	8.93	-5.9
-145.12	74.97	946.45	-13.77	8.97	-6.01
-145.56	75.05	948.48	-13.63	9.11	-5.9
-145.47	74.98	948.16	-13.81	9.02	-5.89
-145.34	74.88	947.74	-13.82	8.91	-5.84
-145.61	75.01	948.62	-13.91	9.03	-5.88
-145.45	74.91	947.76	-13.8	8.88	-5.84
-145.51	74.93	947.84	-13.73	9.02	-5.88
-145.62	75.05	948.38	-13.68	9.02	-5.96
-145.59	75.01	947.95	-13.77	8.99	-5.97
-145.77	75.05	948.74	-13.8	9.14	-5.93
-145.85	75.1	948.73	-13.8	9.01	-5.86
-145.69	75.19	948.03	-13.79	8.99	-5.96
-145.81	75.09	948.63	-13.61	9.04	-5.93
-145.89	75.07	948.88	-13.79	9.03	-5.89
-146.03	75.14	950.28	-13.68	8.88	-5.98
-145.64	75.16	948.98	-13.68	8.88	-5.9
-145.21	75.06	946.14	-13.92	9.13	-5.65
-145.08	75.2	944.55	-13.86	9.12	-5.42
-144.96	75.13	942.74	-13.78	9.29	-5.21
-144.77	74.86	941.39	-13.95	9.13	-5.23
-145.19	75.01	942.94	-14.2	9.06	-5.24
-145.51	75.05	944.13	-14.18	9.04	-5.34
-145.48	75.07	943.16	-14.15	9.1	-5.38
-145.59	75.17	943.65	-14.09	9.19	-5.46
-145.75	75.15	944.08	-13.99	9.04	-5.5
-145.98	75.25	944.54	-13.91	9.05	-5.54
-146.0	75.17	942.91	-13.74	9.06	-5.64
-146.55	75.19	944.49	-13.72	9.27	-5.76
-146.5	75.22	943.72	-13.51	9.15	-5.86
-146.57	75.29	944.09	-13.62	9.23	-5.81
-146.78	75.41	944.08	-13.57	9.26	-5.9
-146.91	75.34	945.79	-13.73	9.19	-5.87
-146.86	75.27	945.37	-13.59	9.17	-5.9
-146.85	75.21	945.45	-13.69	9.2	-5.88
-146.66	75.25	945.96	-13.63	9.0	-5.97
-146.62	75.26	945.98	-13.57	9.04	-5.96
-146.3	75.15	945.6	-13.75	9.05	-5.96
-146.2	75.07	946.82	-13.68	9.08	-5.94
-146.03	74.93	946.45	-13.9	9.09	-6.0
-145.89	74.94	945.96	-13.78	9.21	-5.96
-145.98	74.92	946.85	-13.71	9.25	-5.95
-145.89	74.91	947.28	-13.91	9.2	-6.02
-145.82	74.8	946.1	-14.12	9.09	-6.06
-145.87	74.88	947.29	-14.08	9.07	-6.07
-145.87	74.85	947.25	-14.08	9.13	-6.02
-145.83	74.66	946.5	-14.18	9.28	-5.99
-145.61	74.46	945.48	-14.25	9.33	-5.97
-145.81	74.62	945.58	-14.34	9.32	-5.97
-145.99	74.65	946.31	-14.15	9.24	-5.94
-145.87	74.62	945.19	-14.17	9.22	-6.03
-145.89	74.66	945.0	-14.19	9.25	-6.0
-145.9	74.61	945.74	-14.05	9.36	-5.96
-145.84	74.67	945.16	-14.15	9.19	-6.05
-146.22	74.67	946.07	-14.07	9.39	-5.99
-123.76	80.02	971.97	-15.41	-0.12	-9.35
-123.07	79.34	970.94	-15.56	-0.2	-9.31
-122.82	79.08	970.01	-15.44	-0.1	-9.19
-123.12	79.73	970.76	-14.83	-0.34	-9.29
-123.49	80.34	969.43	-14.43	-0.32	-9.22
-124.0	80.62	969.87	-14.37	-0.32	-9.22
-124.47	80.47	970.95	-14.89	-0.64	-9.28
-124.64	80.38	972.78	-14.91	-0.64	-9.37
-124.51	80.11	971.35	-15.38	-0.37	-9.5
-124.74	80.5	971.62	-15.13	-0.48	-9.55
-124.73	80.47	971.68	-15.17	-0.32	-9.59
-124.89	80.44	970.97	-15.15	-0.25	-9.54
-124.92	79.97	971.25	-15.39	-0.4	-9.61
-124.71	79.35	970.62	-15.69	-0.37	-9.71
-124.84	79.37	970.79	-15.49	-0.21	-9.79
-125.18	80.08	972.31	-15.01	-0.56	-9.81
-125.31	80.19	970.51	-14.8	-0.38	-9.82
-125.52	80.46	972.85	-14.65	-0.42	-9.78
-125.24	80.52	972.72	-14.79	-0.36	-9.8
-124.86	80.98	972.67	-14.54	-0.48	-9.72
-124.75	80.99	972.13	-14.55	-0.49	-9.7
-124.99	80.96	972.5	-14.85	-0.57	-9.75
-125.47	81.24	975.13	-14.55	-0.79	-9.71
-125.02	81.2	972.35	-14.69	-0.5	-9.65
-124.83	81.21	973.16	-14.5	-0.63	-9.74
-124.61	81.1	973.34	-14.55	-0.62	-9.71
-124.19	81.23	973.09	-14.72	-0.82	-9.7
-124.34	81.44	973.72	-14.86	-0.79	-9.66
-124.78	81.42	973.44	-14.66	-0.66	-9.57
-124.92	81.44	974.23	-14.52	-0.73	-9.6
-124.97	81.47	974.24	-14.44	-0.49	-9.61
-124.7	81.57	973.99	-14.5	-0.47	-9.65
-124.7	81.82	975.72	-14.21	-0.51	-9.61
-124.42	81.93	975.07	-13.91	-0.51	-9.56
-124.22	81.94	974.22	-14.09	-0.44	-9.47
-123.88	81.83	973.1	-14.04	-0.44	-9.48
-123.86	81.79	974.12	-14.24	-0.33	-9.43
-123.95	81.81	974.64	-14.21	-0.46	-9.31
-123.89	81.54	973.72	-14.14	-0.48	-9.39
-124.25	81.53	974.36	-14.12	-0.47	-9.5
-123.99	80.71	968.11	-13.81	-0.34	-9.61
-123.91	80.28	965.35	-13.25	-0.22	-9.85
-123.93	80.33	966.95	-13.05	-0.36	-9.84
-123.72	80.17	966.18	-13.06	-0.35	-9.79
-123.76	80.13	966.54	-13.04	-0.51	-9.67
-123.87	80.19	968.03	-12.94	-0.39	-9.68
-123.86	80.13	968.92	-12.78	-0.49	-9.6
-123.8	80.06	968.46	-12.75	-0.49	-9.64
-124.05	80.12	969.22	-12.91	-0.34	-9.57
-124.16	80.16	969.42	-12.82	-0.48	-9.51
-124.27	80.24	968.05	-12.79	-0.25	-9.41
-124.15	80.28	966.39	-13.23	-0.47	-9.34
-124.32	80.16	967.15	-13.37	-0.49	-9.28
-124.55	80.17	967.21	-13.28	-0.23	-9.26
-125.19	79.97	968.59	-13.38	-0.12	-9.12
-125.8	79.63	968.69	-13.57	0.28	-8.94
-126.07	79.39	969.72	-13.6	0.01	-8.91
-126.01	79.1	968.56	-13.72	0.06	-8.83
-126.44	78.77	968.63	-13.81	0.32	-8.81
-126.54	78.18	968.14	-14.32	0.27	-9.02
-126.67	78.08	969.39	-14.51	0.25	-9.09
-126.88	78.26	969.58	-14.32	0.29	-9.04
-126.78	78.71	969.44	-13.98	0.33	-9.06
-126.85	78.76	970.53	-13.91	0.22	-8.95
-126.78	78.69	969.08	-14.01	0.27	-8.95
-126.8	78.73	968.25	-14.01	0.56	-8.98
-126.93	78.65	967.58	-14.14	0.63	-8.83
-126.73	78.67	966.33	-14.15	0.49	-8.83
-126.82	78.65	966.91	-14.14	0.52	-8.77
-126.76	78.89	967.36	-13.87	0.43	-8.76
-126.7	79.12	967.17	-13.79	0.4	-8.82
-126.58	79.07	967.44	-13.92	0.3	-8.87
-126.52	78.96	967.72	-14.01	0.32	-8.78
-126.66	78.98	968.85	-13.91	0.3	-8.77
-126.68	78.94	970.3	-13.96	0.11	-8.76
-126.53	79.0	968.44	-13.93	0.32	-8.77
-126.78	79.3	969.76	-13.81	0.05	-8.89
-126.61	79.13	968.78	-13.83	0.16	-8.81
-126.57	79.04	968.82	-13.84	0.08	-8.83
-126.62	79.06	968.67	-13.9	0.12	-8.93
-126.7	79.08	969.13	-13.92	0.13	-9.03
-126.83	79.07	971.02	-13.78	0.04	-8.91
-126.38	79.1	970.04	-13.68	-0.06	-8.84
-126.19	79.18	970.12	-13.82	-0.1	-8.83
-126.22	79.12	970.06	-13.72	-0.07	-8.84
-126.01	78.93	969.47	-13.76	-0.29	-8.95
-126.58	79.08	970.97	-14.0	-0.13	-9.0
-126.63	78.94	969.48	-14.08	0.0	-9.02
-126.61	78.88	969.07	-13.95	0.04	-9.13
-126.8	78.89	970.24	-14.14	0.04	-9.11
-126.94	79.24	971.47	-14.16	0.2	-9.27
-126.78	79.1	970.36	-14.23	0.25	-9.16
-126.89	78.95	970.63	-14.36	0.15	-9.14
-126.92	78.82	969.57	-14.29	0.14	-9.14
-127.11	78.86	969.82	-14.28	0.19	-9.07
-126.97	78.83	968.21	-14.47	0.46	-9.24
-127.21	78.69	968.5	-14.48	0.4	-9.34
-127.4	78.67	969.56	-14.43	0.22	-9.47
-127.32	78.62	968.76	-14.33	0.33	-9.43
-127.3	78.54	968.66	-14.29	0.63	-9.41
-117.94	84.35	976.0	-14.11	-2.57	-9.19
-118.01	84.03	977.77	-13.67	-2.77	-9.12
-117.8	83.79	976.16	-13.53	-3.03	-9.08
-118.25	83.96	977.89	-13.34	-2.86	-8.94
-118.29	83.67	978.26	-13.59	-2.93	-8.85
-118.6	83.84	978.28	-13.19	-3.04	-8.8
-118.53	83.75	977.72	-13.32	-2.84	-8.89
